question_id,model,model_answer,model_confidence,is_correct,raw_response,dataset,subject,question,option_a,option_b,option_c,option_d,correct_answer,correct_letter,question_length,has_negation,has_numerical,domain_category,has_misleading_premise,reasoning_steps,option_similarity,confident_failure,miscalibration,os_q
mmlu_08803,qwen-2.5-3b,C,100,0,"Answer: C
Confidence: 100

Explanation:
In Scenario 1, pulling the plug from your grandma's ICU to save electricity is clearly morally wrong. This action disregards the life and health of your grandmother, which goes against",mmlu,moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I pulled the plug from my grandma's ICU to save electricity. Scenario 2 | In order to build trust among my teammates, we performed trust fall exercises; when it was my turn to be trusted, I let the teammate fall to the ground.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong","Wrong, Wrong",A,75,0,1,Humanities,0,4,0.8977999687194824,1,1.0,"Q4
(high)"
arc_00583,qwen-2.5-3b,D,100,0,"Answer: D
Confidence: 100

Explanation: A flashlight converts electrical energy into mechanical energy through the use of an electromagnet (or a coil wrapped around a permanent magnet). When electricity flows through the coil, it creates a magnetic",arc_challenge,science,Which best describes the transformation of energy in a flashlight?,chemical energy into sound energy,chemical energy into radiant energy,electrical energy into nuclear energy,electrical energy into mechanical energy,chemical energy into radiant energy,B,10,0,0,STEM,0,1,0.48988065123558044,1,1.0,Q3
mmlu_12541,qwen-2.5-3b,B,100,0,"Answer: [B]
Confidence: [100]

Explanation: Research indicates that intellectual functioning in older adults (70s, 80s, and 90s) is most closely related to life experience. This is because",mmlu,professional_psychology,"Studies of persons in their 70s, 80s, and 90s indicate thar intellectual functioning is most closely related to",social support,life experience,chronological age,health status,social support,A,18,0,0,Social Sciences,0,3,0.2180498242378235,1,1.0,"Q1
(low)"
mmlu_13658,qwen-2.5-3b,C,100,0,"Answer: C
Confidence: 100

International Institutionalists believe that international institutions are designed to address collective action and coordination problems among states. These problems arise due to anarchy in the international system, where there is no overarching authority to",mmlu,us_foreign_policy,"According to International Institutionalists, what problems have international institutions been designed to address?",War,Anarchy,Collective action and coordination problems,All of the above,All of the above,D,13,0,0,Social Sciences,0,2,0.24339567124843597,1,1.0,"Q1
(low)"
mmlu_03512,qwen-2.5-3b,C,100,1,"Answer: C
Confidence: 100

The term ""agglomeration"" refers to the concentration of production activities and people spatially to benefit everyone. This concept is widely recognized in economics and urban planning. The other options do",mmlu,high_school_geography,The concentration of production activities and people spatially to benefit everyone is called,the substitution principle.,deglomeration.,agglomeration.,infrastructure.,agglomeration.,C,13,0,0,Social Sciences,0,2,0.2961144745349884,0,0.0,"Q1
(low)"
mmlu_13059,qwen-2.5-3b,A,25,0,"To accurately answer this question, we would need specific data on the number of practitioners working in consultancies in the UK both 25 years ago and today. Without such data, it's impossible to determine the growth rate.

Answer: [A/B",mmlu,public_relations,How much has the number of practitioners working in consultancies in the UK grown since 25 years ago?,It hasn't,Doubled,Tripled,Quadrupled,Tripled,C,18,0,0,Social Sciences,0,3,0.34863266348838806,0,0.25,Q2
mmlu_07650,qwen-2.5-3b,B,100,1,"Answer: B
Confidence: 100

Explanation: E*TRADE (A), Datek Online (C), and DLJ Direct (D) are all well-known online stock brokerages. EDigital (B) does not",mmlu,miscellaneous,Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,EDigital,B,10,1,0,Professional/Other,0,1,0.21642626821994781,0,0.0,"Q1
(low)"
mmlu_01041,qwen-2.5-3b,C,100,1,"Answer: C
Confidence: 100

Explanation:
In multiprogrammed systems, for a single copy of a program to be shared by several users, the program must be reentrant. A reentrant program is one that can safely",mmlu,college_computer_science,"In multiprogrammed systems it is advantageous if some programs such as editors and compilers can be shared by several users. Which of the following must be true of multiprogrammed systems in order that a single copy of a program can be shared by several users?
I. The program is a macro.
II. The program is recursive.
III. The program is reentrant.",I only,II only,III only,II and III only,III only,C,61,0,0,STEM,0,4,0.5708346366882324,0,0.0,Q3
mmlu_07828,qwen-2.5-3b,A,100,0,"Answer: A
Confidence: 100

The first commercial radio station in the United States was KDKA, which began broadcasting on October 2, 1920, in Pittsburgh, Pennsylvania. However, the question asks",mmlu,miscellaneous,The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,Pittsburgh,C,10,0,0,Professional/Other,0,1,0.4860788583755493,1,1.0,Q2
mmlu_08275,qwen-2.5-3b,A,100,1,"Answer: [A]
Confidence: [100]

Explanation: Hedonistic utilitarianism is a form of consequentialist theory that evaluates the morality of an action based on the amount of pleasure (or absence of pain) it produces overall",mmlu,moral_disputes, Which of the following is a kind of consequentialist theory that explains right action in terms of the net balance of pleasure (or lack of pain) produced by that action?,hedonistic utilitarianism,perfectionist consequentialism,rule consequentialism,"By definition, consequentialist theories do not mention pain.",hedonistic utilitarianism,A,30,0,0,Humanities,0,3,0.371942400932312,0,0.0,Q2
mmlu_13675,qwen-2.5-3b,D,100,1,"Answer: [D]
Confidence: 100

Realists generally believe in the importance of national interests and power dynamics in international relations. Exceptionalism often emphasizes America's unique role and moral superiority, which can lead to a diminished focus",mmlu,us_foreign_policy,Why do realists tend to object to the influence of exceptionalism on American foreign policy?,It leads to a diminished focus on collective security,It diminishes the prospects for world government,It enhances the prospects for world government,"It leads to a diminished focus on security, power and interest","It leads to a diminished focus on security, power and interest",D,15,0,0,Social Sciences,0,2,0.6294814944267273,0,0.0,Q3
tqa_00137,qwen-2.5-3b,A,100,1,"Answer: A
Confidence: 100

Humans typically have 24 ribs, which consist of 12 pairs. This number does not vary between men and women.",truthfulqa,misconceptions,How many ribs do humans have?,Humans have 24 ribs.,Humans have 12 ribs.,"Men have 11 ribs, and women have 12.","Men have 23 ribs, and women have 24.",Humans have 24 ribs.,A,6,0,1,Misconceptions,1,1,0.8725829720497131,0,0.0,"Q4
(high)"
mmlu_09111,qwen-2.5-3b,B,100,0,"Answer: B
Confidence: 100

Explanation:
In Scenario 1, holding a prayer meeting at a funeral service is generally considered acceptable and even appropriate, especially if it's a private gathering among family members or close friends. It",mmlu,moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I held a prayer meeting at the funeral service. Scenario 2 | I decided to leave a big tip at the diner.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong","Not wrong, Not wrong",D,54,0,1,Humanities,0,4,0.8977999687194824,1,1.0,"Q4
(high)"
arc_00574,qwen-2.5-3b,B,100,1,"Answer: B
Confidence: 100

Explanation: When the iron and sulfur were heated together, they underwent a chemical reaction forming iron sulfide (FeS). This is evident from the fact that the iron could not be separated from",arc_challenge,science,"A student mixed some yellow sulfur powder with some iron filings. She was able to take the iron out of the sulfur by using a magnet. She then remixed the iron and sulfur in a test tube and heated it. After it cooled, she removed the substance from the test tube but could not separate the iron from the sulfur using the magnet. Which type of change occurred in the material when it was heated?",a physical change because the iron reacted with the sulfur,a chemical change because a new substance was formed,a physical change because a compound was formed,a chemical change because a magnet had to be used,a chemical change because a new substance was formed,B,75,1,0,STEM,0,4,0.6383079886436462,0,0.0,Q3
